_id,Reported_Date,Region,Institution,Total_Active_Inmate_Cases_As_Of_Reported_Date,Cumul_Nr_Resolved_Inmate_Cases_As_Of_Reported_Date,Cumul_Nr_Positive_Released_Inmate_Cases_As_Of_Reported_Date
2354,2021-01-28,Central,Central North Correctional Centre,2,21,2
2355,2021-01-28,Western,Elgin-Middlesex Det. Centre,19,2,0
2356,2021-01-28,Central,Hamilton Wentworth Det Centre,0,4,1
2357,2021-01-28,Northern,Kenora Jail,0,2,0
2358,2021-01-28,Northern,Monteith Correctional Centre,0,1,0
2359,2021-01-28,Central,Maplehurst Correctional Complex,98,19,9
2360,2021-01-28,Central,Niagara Detention Centre,1,5,2
2361,2021-01-28,Western,Ottawa Carleton Detention Centre,4,6,1
2362,2021-01-28,Central,Ontario Correctional Institute,0,89,2
2363,2021-01-28,Western,Sarnia Jail,1,2,0
2364,2021-01-28,Western,South West Detention Center,0,4,1
2365,2021-01-28,Western,Thunder Bay Correctional Centre,45,2,7
2366,2021-01-28,Western,Thunder Bay Jail,17,16,9
2367,2021-01-28,Toronto,Toronto East Detention Centre,1,9,3
2368,2021-01-28,Toronto,Toronto South Detention Centre,27,95,16
2369,2021-01-28,Central,Milton-Vanier Centre For Women,0,2,6
2370,2021-01-31,Northern,Algoma Treatment and Remand Centre,0,1,1
2371,2021-01-31,Central,Central East Correctional Centre,2,3,6
2372,2021-01-31,Central,Central North Correctional Centre,3,21,2
2373,2021-01-31,Western,Elgin-Middlesex Det. Centre,19,2,0
2374,2021-01-31,Central,Hamilton Wentworth Det Centre,0,4,1
2375,2021-01-31,Northern,Kenora Jail,0,2,0
2376,2021-01-31,Northern,Monteith Correctional Centre,0,1,0
2377,2021-01-31,Central,Maplehurst Correctional Complex,106,19,9
2378,2021-01-31,Central,Niagara Detention Centre,0,5,2
2379,2021-01-31,Western,Ottawa Carleton Detention Centre,5,6,1
2380,2021-01-31,Central,Ontario Correctional Institute,0,89,2
2381,2021-01-31,Western,Sarnia Jail,1,2,0
2382,2021-01-31,Western,South West Detention Center,0,4,1
2383,2021-01-31,Western,Thunder Bay Correctional Centre,45,2,7
2384,2021-01-31,Western,Thunder Bay Jail,22,16,9
2385,2021-01-31,Toronto,Toronto East Detention Centre,1,9,3
2386,2021-01-31,Toronto,Toronto South Detention Centre,30,95,17
2387,2021-01-31,Central,Milton-Vanier Centre For Women,12,2,6
2388,2021-02-01,Northern,Algoma Treatment and Remand Centre,0,1,1
2389,2021-02-01,Central,Central East Correctional Centre,2,3,6
2390,2021-02-01,Central,Central North Correctional Centre,2,22,2
2391,2021-02-01,Western,Elgin-Middlesex Det. Centre,19,2,0
2392,2021-02-01,Central,Hamilton Wentworth Det Centre,0,4,1
2393,2021-02-01,Northern,Kenora Jail,0,2,0
2394,2021-02-01,Northern,Monteith Correctional Centre,0,1,0
2395,2021-02-01,Central,Maplehurst Correctional Complex,116,19,9
2396,2021-02-01,Central,Niagara Detention Centre,0,5,2
2397,2021-02-01,Western,Ottawa Carleton Detention Centre,4,7,1
2398,2021-02-01,Central,Ontario Correctional Institute,0,89,2
2399,2021-02-01,Western,Sarnia Jail,1,2,0
2400,2021-02-01,Western,South West Detention Center,0,4,1
2401,2021-02-01,Western,Thunder Bay Correctional Centre,8,32,14
2402,2021-02-01,Western,Thunder Bay Jail,22,16,9
2403,2021-02-01,Toronto,Toronto East Detention Centre,1,9,3
2404,2021-02-01,Toronto,Toronto South Detention Centre,30,95,17
2405,2021-02-01,Central,Milton-Vanier Centre For Women,12,2,6
2406,2021-02-02,Northern,Algoma Treatment and Remand Centre,0,1,1
2407,2021-02-02,Central,Central East Correctional Centre,4,3,6
2408,2021-02-02,Central,Central North Correctional Centre,3,22,2
2409,2021-02-02,Western,Elgin-Middlesex Det. Centre,15,6,2
2410,2021-02-02,Central,Hamilton Wentworth Det Centre,0,4,1
2411,2021-02-02,Northern,Kenora Jail,0,2,0
2412,2021-02-02,Northern,Monteith Correctional Centre,0,1,0
2413,2021-02-02,Central,Maplehurst Correctional Complex,116,19,9
2414,2021-02-02,Central,Niagara Detention Centre,0,5,2
2415,2021-02-02,Western,Ottawa Carleton Detention Centre,4,7,1
2416,2021-02-02,Central,Ontario Correctional Institute,0,89,2
2417,2021-02-02,Western,Sarnia Jail,1,2,0
2418,2021-02-02,Western,South West Detention Center,0,4,1
2419,2021-02-02,Western,Thunder Bay Correctional Centre,8,32,14
2420,2021-02-02,Western,Thunder Bay Jail,22,16,11
2421,2021-02-02,Toronto,Toronto East Detention Centre,2,9,3
2422,2021-02-02,Toronto,Toronto South Detention Centre,30,95,17
2423,2021-02-02,Central,Milton-Vanier Centre For Women,14,2,6
2424,2021-02-03,Northern,Algoma Treatment and Remand Centre,0,1,1
2425,2021-02-03,Central,Central East Correctional Centre,3,3,6
2426,2021-02-03,Central,Central North Correctional Centre,3,22,2
2427,2021-02-03,Western,Elgin-Middlesex Det. Centre,15,6,2
2428,2021-02-03,Central,Hamilton Wentworth Det Centre,0,4,1
2429,2021-02-03,Northern,Kenora Jail,0,2,0
2430,2021-02-03,Northern,Monteith Correctional Centre,0,1,0
2431,2021-02-03,Central,Maplehurst Correctional Complex,35,93,19
2432,2021-02-03,Central,Niagara Detention Centre,0,5,2
2433,2021-02-03,Western,Ottawa Carleton Detention Centre,3,8,1
2434,2021-02-03,Central,Ontario Correctional Institute,0,89,2
2435,2021-02-03,Western,Sarnia Jail,1,2,0
2436,2021-02-03,Western,South West Detention Center,0,4,1
2437,2021-02-03,Western,Thunder Bay Correctional Centre,4,39,14
2438,2021-02-03,Western,Thunder Bay Jail,22,16,13
2439,2021-02-03,Toronto,Toronto East Detention Centre,3,9,3
2440,2021-02-03,Toronto,Toronto South Detention Centre,30,95,17
2441,2021-02-03,Central,Milton-Vanier Centre For Women,14,2,6
2442,2021-02-04,Northern,Algoma Treatment and Remand Centre,0,1,1
2443,2021-02-04,Central,Central East Correctional Centre,4,3,6
2444,2021-02-04,Central,Central North Correctional Centre,4,22,2
2445,2021-02-04,Western,Elgin-Middlesex Det. Centre,5,16,4
2446,2021-02-04,Central,Hamilton Wentworth Det Centre,0,4,1
2447,2021-02-04,Northern,Kenora Jail,0,2,0
2448,2021-02-04,Northern,Monteith Correctional Centre,0,1,0
2449,2021-02-04,Central,Maplehurst Correctional Complex,93,93,19
2450,2021-02-04,Central,Niagara Detention Centre,0,5,2
2451,2021-02-04,Western,Ottawa Carleton Detention Centre,3,8,1
2452,2021-02-04,Central,Ontario Correctional Institute,0,89,2
2453,2021-02-04,Western,Sarnia Jail,0,3,0
2454,2021-02-04,Western,South West Detention Center,0,4,1
2455,2021-02-04,Western,Thunder Bay Correctional Centre,4,32,14
2456,2021-02-04,Western,Thunder Bay Jail,22,16,13
2457,2021-02-04,Toronto,Toronto East Detention Centre,3,9,3
2458,2021-02-04,Toronto,Toronto South Detention Centre,28,97,17
2459,2021-02-04,Central,Milton-Vanier Centre For Women,27,2,6
2460,2021-02-07,Northern,Algoma Treatment and Remand Centre,0,1,1
2461,2021-02-07,Central,Central East Correctional Centre,7,3,6
2462,2021-02-07,Central,Central North Correctional Centre,2,24,2
2463,2021-02-07,Western,Elgin-Middlesex Det. Centre,5,16,4
2464,2021-02-07,Central,Hamilton Wentworth Det Centre,1,4,1
2465,2021-02-07,Northern,Kenora Jail,0,2,0
2466,2021-02-07,Northern,Monteith Correctional Centre,0,1,0
2467,2021-02-07,Central,Maplehurst Correctional Complex,93,93,19
2468,2021-02-07,Central,Niagara Detention Centre,0,5,2
2469,2021-02-07,Western,Ottawa Carleton Detention Centre,4,9,1
2470,2021-02-07,Central,Ontario Correctional Institute,0,89,2
2471,2021-02-07,Eastern,Quinte Detention Centre,1,0,0
2472,2021-02-07,Western,Sarnia Jail,2,3,0
2473,2021-02-07,Western,South West Detention Center,2,4,1
2474,2021-02-07,Western,Thunder Bay Correctional Centre,2,39,14
2475,2021-02-07,Western,Thunder Bay Jail,27,22,14
2476,2021-02-07,Toronto,Toronto East Detention Centre,3,9,3
2477,2021-02-07,Toronto,Toronto South Detention Centre,0,125,17
2478,2021-02-07,Central,Milton-Vanier Centre For Women,25,2,6
2479,2021-02-08,Northern,Algoma Treatment and Remand Centre,0,1,1
2480,2021-02-08,Central,Central East Correctional Centre,7,3,6
2481,2021-02-08,Central,Central North Correctional Centre,2,24,2
2482,2021-02-08,Western,Elgin-Middlesex Det. Centre,6,16,4
2483,2021-02-08,Central,Hamilton Wentworth Det Centre,1,4,1
2484,2021-02-08,Northern,Kenora Jail,0,2,0
2485,2021-02-08,Northern,Monteith Correctional Centre,0,1,0
2486,2021-02-08,Central,Maplehurst Correctional Complex,105,100,19
2487,2021-02-08,Central,Niagara Detention Centre,0,5,2
2488,2021-02-08,Western,Ottawa Carleton Detention Centre,4,9,1
2489,2021-02-08,Central,Ontario Correctional Institute,0,89,2
2490,2021-02-08,Eastern,Quinte Detention Centre,1,0,0
2491,2021-02-08,Western,Sarnia Jail,2,3,0
2492,2021-02-08,Western,South West Detention Center,2,4,1
2493,2021-02-08,Western,Thunder Bay Correctional Centre,2,39,14
2494,2021-02-08,Western,Thunder Bay Jail,27,22,14
2495,2021-02-08,Toronto,Toronto East Detention Centre,3,9,3
2496,2021-02-08,Toronto,Toronto South Detention Centre,0,125,17
2497,2021-02-08,Central,Milton-Vanier Centre For Women,25,2,6
2498,2021-02-09,Northern,Algoma Treatment and Remand Centre,0,1,1
2499,2021-02-09,Central,Central East Correctional Centre,7,3,6
2500,2021-02-09,Central,Central North Correctional Centre,2,25,2
2501,2021-02-09,Western,Elgin-Middlesex Det. Centre,1,21,4
2502,2021-02-09,Central,Hamilton Wentworth Det Centre,1,4,1
2503,2021-02-09,Northern,Kenora Jail,0,2,0
2504,2021-02-09,Northern,Monteith Correctional Centre,0,1,0
2505,2021-02-09,Central,Maplehurst Correctional Complex,105,100,19
2506,2021-02-09,Central,Niagara Detention Centre,0,5,2
2507,2021-02-09,Western,Ottawa Carleton Detention Centre,4,10,1
2508,2021-02-09,Central,Ontario Correctional Institute,0,89,2
2509,2021-02-09,Eastern,Quinte Detention Centre,0,1,0
2510,2021-02-09,Western,Sarnia Jail,13,3,0
2511,2021-02-09,Western,South West Detention Center,2,4,1
2512,2021-02-09,Western,Thunder Bay Correctional Centre,2,39,14
2513,2021-02-09,Western,Thunder Bay Jail,27,22,14
2514,2021-02-09,Toronto,Toronto East Detention Centre,5,10,3
2515,2021-02-09,Toronto,Toronto South Detention Centre,0,125,17
2516,2021-02-09,Central,Milton-Vanier Centre For Women,25,2,6
2517,2021-02-10,Northern,Algoma Treatment and Remand Centre,0,1,1
2518,2021-02-10,Central,Central East Correctional Centre,7,3,6
2519,2021-02-10,Central,Central North Correctional Centre,2,25,2
2520,2021-02-10,Western,Elgin-Middlesex Det. Centre,0,22,4
2521,2021-02-10,Central,Hamilton Wentworth Det Centre,1,4,1
2522,2021-02-10,Northern,Kenora Jail,0,2,0
2523,2021-02-10,Northern,Monteith Correctional Centre,0,1,0
2524,2021-02-10,Central,Maplehurst Correctional Complex,96,110,19
2525,2021-02-10,Central,Niagara Detention Centre,0,5,2
2526,2021-02-10,Western,Ottawa Carleton Detention Centre,4,10,1
2527,2021-02-10,Central,Ontario Correctional Institute,0,89,2
2528,2021-02-10,Eastern,Quinte Detention Centre,0,1,0
2529,2021-02-10,Western,Sarnia Jail,14,3,0
2530,2021-02-10,Western,South West Detention Center,2,4,1
2531,2021-02-10,Western,Thunder Bay Correctional Centre,2,39,14
2532,2021-02-10,Western,Thunder Bay Jail,27,22,14
2533,2021-02-10,Toronto,Toronto East Detention Centre,5,10,3
2534,2021-02-10,Toronto,Toronto South Detention Centre,1,127,17
2535,2021-02-10,Central,Milton-Vanier Centre For Women,25,2,6
2536,2021-02-11,Northern,Algoma Treatment and Remand Centre,0,1,1
2537,2021-02-11,Central,Central East Correctional Centre,6,4,6
2538,2021-02-11,Central,Central North Correctional Centre,2,25,3
2539,2021-02-11,Western,Elgin-Middlesex Det. Centre,1,21,4
2540,2021-02-11,Central,Hamilton Wentworth Det Centre,1,4,1
2541,2021-02-11,Northern,Kenora Jail,0,2,0
2542,2021-02-11,Northern,Monteith Correctional Centre,0,1,0
2543,2021-02-11,Central,Maplehurst Correctional Complex,92,113,20
2544,2021-02-11,Central,Niagara Detention Centre,0,5,2
2545,2021-02-11,Western,Ottawa Carleton Detention Centre,4,12,1
2546,2021-02-11,Central,Ontario Correctional Institute,0,89,2
2547,2021-02-11,Eastern,Quinte Detention Centre,0,1,0
2548,2021-02-11,Western,Sarnia Jail,14,3,0
2549,2021-02-11,Western,South West Detention Center,2,4,1
2550,2021-02-11,Western,Thunder Bay Correctional Centre,0,41,14
2551,2021-02-11,Western,Thunder Bay Jail,16,38,15
2552,2021-02-11,Toronto,Toronto East Detention Centre,5,10,4
2553,2021-02-11,Toronto,Toronto South Detention Centre,8,127,17
2554,2021-02-11,Central,Milton-Vanier Centre For Women,25,2,6
2555,2021-02-15,Northern,Algoma Treatment and Remand Centre,0,1,1
2556,2021-02-15,Central,Central East Correctional Centre,3,8,6
2557,2021-02-15,Central,Central North Correctional Centre,1,26,3
2558,2021-02-15,Western,Elgin-Middlesex Det. Centre,1,22,4
2559,2021-02-15,Central,Hamilton Wentworth Det Centre,1,4,1
2560,2021-02-15,Northern,Kenora Jail,0,2,0
2561,2021-02-15,Northern,Monteith Correctional Centre,0,1,0
2562,2021-02-15,Central,Maplehurst Correctional Complex,19,186,20
2563,2021-02-15,Central,Niagara Detention Centre,0,5,2
2564,2021-02-15,Western,Ottawa Carleton Detention Centre,3,13,1
2565,2021-02-15,Central,Ontario Correctional Institute,0,89,2
2566,2021-02-15,Eastern,Quinte Detention Centre,0,1,0
2567,2021-02-15,Western,Sarnia Jail,31,3,0
2568,2021-02-15,Western,South West Detention Center,3,4,1
2569,2021-02-15,Western,Stradford Jail,1,0,0
2570,2021-02-15,Western,Thunder Bay Correctional Centre,0,41,14
2571,2021-02-15,Western,Thunder Bay Jail,16,38,15
2572,2021-02-15,Toronto,Toronto East Detention Centre,10,10,4
2573,2021-02-15,Toronto,Toronto South Detention Centre,15,127,17
2574,2021-02-15,Central,Milton-Vanier Centre For Women,25,2,6
2575,2021-02-16,Northern,Algoma Treatment and Remand Centre,0,1,1
2576,2021-02-16,Central,Central East Correctional Centre,1,10,6
2577,2021-02-16,Central,Central North Correctional Centre,1,26,3
2578,2021-02-16,Western,Elgin-Middlesex Det. Centre,1,23,4
2579,2021-02-16,Central,Hamilton Wentworth Det Centre,1,5,2
2580,2021-02-16,Northern,Kenora Jail,0,2,0
2581,2021-02-16,Northern,Monteith Correctional Centre,0,1,0
2582,2021-02-16,Central,Maplehurst Correctional Complex,19,186,20
2583,2021-02-16,Central,Niagara Detention Centre,0,5,2
2584,2021-02-16,Western,Ottawa Carleton Detention Centre,2,14,1
2585,2021-02-16,Central,Ontario Correctional Institute,0,89,2
2586,2021-02-16,Eastern,Quinte Detention Centre,0,1,0
2587,2021-02-16,Western,Sarnia Jail,40,3,0
2588,2021-02-16,Western,South West Detention Center,1,7,1
2589,2021-02-16,Western,Stradford Jail,1,0,0
2590,2021-02-16,Western,Thunder Bay Correctional Centre,0,41,14
2591,2021-02-16,Western,Thunder Bay Jail,6,48,15
2592,2021-02-16,Toronto,Toronto East Detention Centre,10,10,4
2593,2021-02-16,Toronto,Toronto South Detention Centre,16,127,17
2594,2021-02-16,Central,Milton-Vanier Centre For Women,1,27,6
2595,2021-02-17,Northern,Algoma Treatment and Remand Centre,0,1,1
2596,2021-02-17,Central,Central East Correctional Centre,1,10,6
2597,2021-02-17,Central,Central North Correctional Centre,1,26,3
2598,2021-02-17,Western,Elgin-Middlesex Det. Centre,1,23,4
2599,2021-02-17,Central,Hamilton Wentworth Det Centre,1,5,2
2600,2021-02-17,Northern,Kenora Jail,0,2,0
2601,2021-02-17,Northern,Monteith Correctional Centre,0,1,0
2602,2021-02-17,Central,Maplehurst Correctional Complex,24,186,20
2603,2021-02-17,Central,Niagara Detention Centre,0,5,2
2604,2021-02-17,Western,Ottawa Carleton Detention Centre,2,14,1
2605,2021-02-17,Central,Ontario Correctional Institute,0,89,2
2606,2021-02-17,Eastern,Quinte Detention Centre,0,1,0
2607,2021-02-17,Western,Sarnia Jail,41,3,0
2608,2021-02-17,Western,South West Detention Center,1,7,1
2609,2021-02-17,Western,Stradford Jail,1,0,0
2610,2021-02-17,Western,Thunder Bay Correctional Centre,0,41,14
2611,2021-02-17,Western,Thunder Bay Jail,6,48,15
2612,2021-02-17,Toronto,Toronto East Detention Centre,9,11,4
2613,2021-02-17,Toronto,Toronto South Detention Centre,16,127,17
2614,2021-02-17,Central,Milton-Vanier Centre For Women,1,27,6
2615,2021-02-18,Northern,Algoma Treatment and Remand Centre,0,1,1
2616,2021-02-18,Central,Central East Correctional Centre,1,10,6
2617,2021-02-18,Central,Central North Correctional Centre,1,26,3
2618,2021-02-18,Western,Elgin-Middlesex Det. Centre,2,23,4
2619,2021-02-18,Central,Hamilton Wentworth Det Centre,1,5,2
2620,2021-02-18,Northern,Kenora Jail,0,2,0
2621,2021-02-18,Northern,Monteith Correctional Centre,0,1,0
2622,2021-02-18,Central,Maplehurst Correctional Complex,7,193,30
2623,2021-02-18,Central,Niagara Detention Centre,0,5,2
2624,2021-02-18,Western,Ottawa Carleton Detention Centre,3,14,1
2625,2021-02-18,Central,Ontario Correctional Institute,0,89,2
2626,2021-02-18,Eastern,Quinte Detention Centre,1,1,0
2627,2021-02-18,Western,Sarnia Jail,41,3,0
2628,2021-02-18,Western,South West Detention Center,1,7,1
2629,2021-02-18,Western,Stradford Jail,1,0,0
2630,2021-02-18,Western,Thunder Bay Correctional Centre,0,41,14
2631,2021-02-18,Western,Thunder Bay Jail,6,48,15
2632,2021-02-18,Toronto,Toronto East Detention Centre,9,11,4
2633,2021-02-18,Toronto,Toronto South Detention Centre,16,127,17
2634,2021-02-18,Central,Milton-Vanier Centre For Women,1,27,6
2635,2021-02-21,Northern,Algoma Treatment and Remand Centre,0,1,1
2636,2021-02-21,Central,Central East Correctional Centre,1,10,6
2637,2021-02-21,Central,Central North Correctional Centre,1,26,3
2638,2021-02-21,Western,Elgin-Middlesex Det. Centre,5,23,4
2639,2021-02-21,Central,Hamilton Wentworth Det Centre,1,5,2
2640,2021-02-21,Northern,Kenora Jail,0,2,0
2641,2021-02-21,Northern,Monteith Correctional Centre,0,1,0
2642,2021-02-21,Central,Maplehurst Correctional Complex,9,193,30
2643,2021-02-21,Central,Niagara Detention Centre,0,5,2
2644,2021-02-21,Western,Ottawa Carleton Detention Centre,1,16,1
2645,2021-02-21,Central,Ontario Correctional Institute,0,89,2
2646,2021-02-21,Eastern,Quinte Detention Centre,1,1,0
2647,2021-02-21,Western,Sarnia Jail,33,16,0
2648,2021-02-21,Western,South West Detention Center,1,7,1
2649,2021-02-21,Western,Stradford Jail,9,0,0
2650,2021-02-21,Western,Thunder Bay Correctional Centre,0,41,14
2651,2021-02-21,Western,Thunder Bay Jail,6,48,15
2652,2021-02-21,Toronto,Toronto East Detention Centre,9,11,4
2653,2021-02-21,Toronto,Toronto South Detention Centre,9,136,17
2654,2021-02-21,Central,Milton-Vanier Centre For Women,1,27,6
2655,2021-02-22,Northern,Algoma Treatment and Remand Centre,0,1,1
2656,2021-02-22,Central,Central East Correctional Centre,1,10,6
2657,2021-02-22,Central,Central North Correctional Centre,10,26,3
2658,2021-02-22,Western,Elgin-Middlesex Det. Centre,5,23,4
2659,2021-02-22,Central,Hamilton Wentworth Det Centre,19,5,3
2660,2021-02-22,Northern,Kenora Jail,0,2,0
2661,2021-02-22,Northern,Monteith Correctional Centre,0,1,0
2662,2021-02-22,Central,Maplehurst Correctional Complex,9,193,30
2663,2021-02-22,Central,Niagara Detention Centre,0,5,2
2664,2021-02-22,Western,Ottawa Carleton Detention Centre,1,16,1
2665,2021-02-22,Central,Ontario Correctional Institute,0,89,2
2666,2021-02-22,Eastern,Quinte Detention Centre,1,1,0
2667,2021-02-22,Western,Sarnia Jail,33,16,0
2668,2021-02-22,Western,South West Detention Center,1,8,1
2669,2021-02-22,Western,Stradford Jail,0,0,0
2670,2021-02-22,Western,Thunder Bay Correctional Centre,0,41,14
2671,2021-02-22,Western,Thunder Bay Jail,2,54,15
2672,2021-02-22,Toronto,Toronto East Detention Centre,7,14,4
2673,2021-02-22,Toronto,Toronto South Detention Centre,9,136,17
2674,2021-02-22,Central,Milton-Vanier Centre For Women,1,27,6
2675,2021-02-23,Northern,Algoma Treatment and Remand Centre,0,1,1
2676,2021-02-23,Central,Central East Correctional Centre,0,11,6
2677,2021-02-23,Central,Central North Correctional Centre,10,26,3
2678,2021-02-23,Western,Elgin-Middlesex Det. Centre,5,23,4
2679,2021-02-23,Central,Hamilton Wentworth Det Centre,20,5,3
2680,2021-02-23,Northern,Kenora Jail,0,2,0
2681,2021-02-23,Northern,Monteith Correctional Centre,0,1,0
2682,2021-02-23,Central,Maplehurst Correctional Complex,9,193,30
2683,2021-02-23,Central,Niagara Detention Centre,0,5,2
2684,2021-02-23,Western,Ottawa Carleton Detention Centre,0,17,1
2685,2021-02-23,Central,Ontario Correctional Institute,0,89,2
2686,2021-02-23,Eastern,Quinte Detention Centre,1,1,0
2687,2021-02-23,Western,Sarnia Jail,21,28,1
2688,2021-02-23,Western,South West Detention Center,1,8,1
2689,2021-02-23,Western,Stradford Jail,0,0,0
2690,2021-02-23,Western,Thunder Bay Correctional Centre,0,41,14
2691,2021-02-23,Western,Thunder Bay Jail,2,54,15
2692,2021-02-23,Toronto,Toronto East Detention Centre,1,20,4
2693,2021-02-23,Toronto,Toronto South Detention Centre,9,136,17
2694,2021-02-23,Central,Milton-Vanier Centre For Women,1,27,6
2695,2021-02-24,Northern,Algoma Treatment and Remand Centre,0,1,1
2696,2021-02-24,Central,Central East Correctional Centre,0,11,6
2697,2021-02-24,Central,Central North Correctional Centre,8,27,3
2698,2021-02-24,Western,Elgin-Middlesex Det. Centre,3,24,5
2699,2021-02-24,Central,Hamilton Wentworth Det Centre,20,5,3
2700,2021-02-24,Northern,Kenora Jail,0,2,0
2701,2021-02-24,Northern,Monteith Correctional Centre,0,1,0
2702,2021-02-24,Central,Maplehurst Correctional Complex,9,193,30
2703,2021-02-24,Central,Niagara Detention Centre,0,5,2
2704,2021-02-24,Western,Ottawa Carleton Detention Centre,1,17,1
2705,2021-02-24,Central,Ontario Correctional Institute,0,89,2
2706,2021-02-24,Eastern,Quinte Detention Centre,1,1,0
2707,2021-02-24,Western,Sarnia Jail,22,27,1
2708,2021-02-24,Western,South West Detention Center,1,8,1
2709,2021-02-24,Western,Stradford Jail,0,0,1
2710,2021-02-24,Western,Thunder Bay Correctional Centre,0,41,14
2711,2021-02-24,Western,Thunder Bay Jail,2,54,15
2712,2021-02-24,Toronto,Toronto East Detention Centre,1,20,4
2713,2021-02-24,Toronto,Toronto South Detention Centre,5,140,17
2714,2021-02-24,Central,Milton-Vanier Centre For Women,1,27,6
2715,2021-02-25,Northern,Algoma Treatment and Remand Centre,0,1,1
2716,2021-02-25,Central,Central East Correctional Centre,0,11,6
2717,2021-02-25,Central,Central North Correctional Centre,8,27,3
2718,2021-02-25,Western,Elgin-Middlesex Det. Centre,3,24,5
2719,2021-02-25,Central,Hamilton Wentworth Det Centre,38,5,3
2720,2021-02-25,Northern,Kenora Jail,0,2,0
2721,2021-02-25,Northern,Monteith Correctional Centre,0,1,0
2722,2021-02-25,Central,Maplehurst Correctional Complex,9,193,30
2723,2021-02-25,Central,Niagara Detention Centre,0,5,2
2724,2021-02-25,Western,Ottawa Carleton Detention Centre,1,17,1
2725,2021-02-25,Central,Ontario Correctional Institute,0,89,2
2726,2021-02-25,Eastern,Quinte Detention Centre,1,1,0
2727,2021-02-25,Western,Sarnia Jail,13,36,1
2728,2021-02-25,Western,South West Detention Center,1,8,1
2729,2021-02-25,Western,Stradford Jail,0,0,1
2730,2021-02-25,Western,Thunder Bay Correctional Centre,0,41,14
2731,2021-02-25,Western,Thunder Bay Jail,3,54,15
2732,2021-02-25,Toronto,Toronto East Detention Centre,1,20,4
2733,2021-02-25,Toronto,Toronto South Detention Centre,3,142,17
2734,2021-02-25,Central,Milton-Vanier Centre For Women,2,27,6
2735,2021-02-28,Northern,Algoma Treatment and Remand Centre,0,1,1
2736,2021-02-28,Central,Central East Correctional Centre,1,10,6
2737,2021-02-28,Central,Central North Correctional Centre,25,27,3
2738,2021-02-28,Western,Elgin-Middlesex Det. Centre,3,24,5
2739,2021-02-28,Central,Hamilton Wentworth Det Centre,45,5,3
2740,2021-02-28,Northern,Kenora Jail,0,2,0
2741,2021-02-28,Northern,Monteith Correctional Centre,0,1,0
2742,2021-02-28,Central,Maplehurst Correctional Complex,9,193,30
2743,2021-02-28,Central,Niagara Detention Centre,0,5,2
2744,2021-02-28,Western,Ottawa Carleton Detention Centre,1,17,1
2745,2021-02-28,Central,Ontario Correctional Institute,0,89,2
2746,2021-02-28,Eastern,Quinte Detention Centre,0,2,0
2747,2021-02-28,Western,Sarnia Jail,12,28,11
2748,2021-02-28,Western,South West Detention Center,1,8,1
2749,2021-02-28,Western,Stradford Jail,0,0,1
2750,2021-02-28,Western,Thunder Bay Correctional Centre,0,41,14
2751,2021-02-28,Western,Thunder Bay Jail,5,54,15
2752,2021-02-28,Toronto,Toronto East Detention Centre,1,20,4
2753,2021-02-28,Toronto,Toronto South Detention Centre,4,147,17
2754,2021-02-28,Central,Milton-Vanier Centre For Women,2,27,6
2755,2021-03-01,Northern,Algoma Treatment and Remand Centre,0,1,1
2756,2021-03-01,Central,Central East Correctional Centre,1,10,6
2757,2021-03-01,Central,Central North Correctional Centre,25,27,3
2758,2021-03-01,Western,Elgin-Middlesex Det. Centre,3,24,5
2759,2021-03-01,Central,Hamilton Wentworth Det Centre,36,16,3
2760,2021-03-01,Northern,Kenora Jail,0,2,0
2761,2021-03-01,Northern,Monteith Correctional Centre,0,1,0
2762,2021-03-01,Central,Maplehurst Correctional Complex,9,193,30
2763,2021-03-01,Central,Niagara Detention Centre,0,5,2
2764,2021-03-01,Western,Ottawa Carleton Detention Centre,1,17,1
2765,2021-03-01,Central,Ontario Correctional Institute,0,89,2
2766,2021-03-01,Eastern,Quinte Detention Centre,0,2,0
2767,2021-03-01,Western,Sarnia Jail,4,36,11
2768,2021-03-01,Western,South West Detention Center,1,9,1
2769,2021-03-01,Western,Stradford Jail,0,0,1
2770,2021-03-01,Western,Thunder Bay Correctional Centre,0,41,14
2771,2021-03-01,Western,Thunder Bay Jail,5,54,15
2772,2021-03-01,Toronto,Toronto East Detention Centre,1,20,4
2773,2021-03-01,Toronto,Toronto South Detention Centre,4,148,17
2774,2021-03-01,Central,Milton-Vanier Centre For Women,2,27,6
2775,2021-03-02,Northern,Algoma Treatment and Remand Centre,0,1,1
2776,2021-03-02,Central,Central East Correctional Centre,1,10,6
2777,2021-03-02,Central,Central North Correctional Centre,30,27,3
2778,2021-03-02,Western,Elgin-Middlesex Det. Centre,3,24,5
2779,2021-03-02,Central,Hamilton Wentworth Det Centre,36,16,3
2780,2021-03-02,Northern,Kenora Jail,0,2,0
2781,2021-03-02,Northern,Monteith Correctional Centre,0,1,0
2782,2021-03-02,Central,Maplehurst Correctional Complex,9,193,30
2783,2021-03-02,Central,Niagara Detention Centre,0,5,2
2784,2021-03-02,Western,Ottawa Carleton Detention Centre,1,17,1
2785,2021-03-02,Central,Ontario Correctional Institute,0,89,2
2786,2021-03-02,Eastern,Quinte Detention Centre,0,2,0
2787,2021-03-02,Western,Sarnia Jail,4,36,11
2788,2021-03-02,Western,South West Detention Center,0,9,1
2789,2021-03-02,Western,Stradford Jail,0,0,1
