_id,Reported_Date,Region,Institution,Total_Active_Inmate_Cases_As_Of_Reported_Date,Cumul_Nr_Resolved_Inmate_Cases_As_Of_Reported_Date,Cumul_Nr_Positive_Released_Inmate_Cases_As_Of_Reported_Date
1992,2020-12-22,Central,Niagara Detention Centre,0,1,1
1993,2020-12-22,Western,Central North Correctional Centre,14,6,2
1994,2020-12-22,Northern,Kenora Jail,0,2,0
1995,2020-12-22,Western,Ottawa Carleton Detention Centre,0,3,1
1996,2020-12-22,Western,South West Detention Center,0,3,0
1997,2020-12-22,Toronto,Toronto East Detention Centre,0,8,1
1998,2020-12-22,Northern,Algoma Treatment and Remand Centre,1,1,0
1999,2020-12-22,Western,Sarnia Jail,1,1,0
2000,2020-12-29,Northern,Monteith Correctional Centre,0,1,0
2001,2020-12-29,Central,Maplehurst Correctional Complex,0,12,5
2002,2020-12-29,Central,Ontario Correctional Institute,0,89,2
2003,2020-12-29,Toronto,Toronto South Detention Centre,16,76,15
2004,2020-12-29,Central,Milton-Vanier Centre For Women,0,2,5
2005,2020-12-29,Western,Elgin-Middlesex Det. Centre,0,2,0
2006,2020-12-29,Central,Hamilton Wentworth Det Centre,0,3,1
2007,2020-12-29,Eastern,Central East Correctional Centre,1,1,2
2008,2020-12-29,Central,Niagara Detention Centre,2,2,1
2009,2020-12-29,Western,Central North Correctional Centre,1,20,2
2010,2020-12-29,Northern,Kenora Jail,0,2,0
2011,2020-12-29,Western,Ottawa Carleton Detention Centre,1,3,1
2012,2020-12-29,Western,South West Detention Center,0,3,0
2013,2020-12-29,Toronto,Toronto East Detention Centre,1,8,2
2014,2020-12-29,Northern,Algoma Treatment and Remand Centre,0,1,1
2015,2020-12-29,Western,Sarnia Jail,1,1,0
2016,2021-01-03,Northern,Monteith Correctional Centre,0,1,0
2017,2021-01-03,Central,Maplehurst Correctional Complex,0,12,4
2018,2021-01-03,Central,Ontario Correctional Institute,0,89,2
2019,2021-01-03,Toronto,Toronto South Detention Centre,7,86,15
2020,2021-01-03,Central,Milton-Vanier Centre For Women,0,2,5
2021,2021-01-03,Western,Elgin-Middlesex Det. Centre,0,2,0
2022,2021-01-03,Central,Hamilton Wentworth Det Centre,0,3,1
2023,2021-01-03,Eastern,Central East Correctional Centre,0,2,3
2024,2021-01-03,Central,Niagara Detention Centre,2,2,2
2025,2021-01-03,Western,Central North Correctional Centre,0,21,2
2026,2021-01-03,Northern,Kenora Jail,0,2,0
2027,2021-01-03,Western,Ottawa Carleton Detention Centre,1,3,1
2028,2021-01-03,Western,South West Detention Center,0,3,0
2029,2021-01-03,Toronto,Toronto East Detention Centre,1,8,2
2030,2021-01-03,Northern,Algoma Treatment and Remand Centre,0,1,1
2031,2021-01-03,Western,Sarnia Jail,0,2,0
2032,2021-01-04,Northern,Monteith Correctional Centre,0,1,0
2033,2021-01-04,Central,Maplehurst Correctional Complex,0,12,4
2034,2021-01-04,Central,Ontario Correctional Institute,0,89,2
2035,2021-01-04,Toronto,Toronto South Detention Centre,4,89,15
2036,2021-01-04,Central,Milton-Vanier Centre For Women,0,2,5
2037,2021-01-04,Western,Elgin-Middlesex Det. Centre,0,2,0
2038,2021-01-04,Central,Hamilton Wentworth Det Centre,0,3,1
2039,2021-01-04,Eastern,Central East Correctional Centre,0,2,3
2040,2021-01-04,Central,Niagara Detention Centre,2,2,2
2041,2021-01-04,Western,Central North Correctional Centre,0,21,2
2042,2021-01-04,Northern,Kenora Jail,0,2,0
2043,2021-01-04,Western,Ottawa Carleton Detention Centre,1,3,1
2044,2021-01-04,Western,South West Detention Center,0,3,0
2045,2021-01-04,Toronto,Toronto East Detention Centre,1,8,2
2046,2021-01-04,Northern,Algoma Treatment and Remand Centre,0,1,1
2047,2021-01-04,Western,Sarnia Jail,0,2,0
2048,2021-01-04,Western,Thunder Bay Correctional Centre,1,0,0
2049,2021-01-05,Northern,Monteith Correctional Centre,0,1,0
2050,2021-01-05,Central,Maplehurst Correctional Complex,0,12,4
2051,2021-01-05,Central,Ontario Correctional Institute,0,89,2
2052,2021-01-05,Toronto,Toronto South Detention Centre,1,93,15
2053,2021-01-05,Central,Milton-Vanier Centre For Women,0,2,5
2054,2021-01-05,Western,Elgin-Middlesex Det. Centre,0,2,0
2055,2021-01-05,Central,Hamilton Wentworth Det Centre,0,3,1
2056,2021-01-05,Eastern,Central East Correctional Centre,1,2,3
2057,2021-01-05,Central,Niagara Detention Centre,2,2,2
2058,2021-01-05,Western,Central North Correctional Centre,0,21,2
2059,2021-01-05,Northern,Kenora Jail,0,2,0
2060,2021-01-05,Western,Ottawa Carleton Detention Centre,0,4,1
2061,2021-01-05,Western,South West Detention Center,0,3,0
2062,2021-01-05,Toronto,Toronto East Detention Centre,0,9,2
2063,2021-01-05,Northern,Algoma Treatment and Remand Centre,0,1,1
2064,2021-01-05,Western,Sarnia Jail,0,2,0
2065,2021-01-05,Western,Thunder Bay Correctional Centre,1,0,0
2066,2021-01-06,Northern,Monteith Correctional Centre,0,1,0
2067,2021-01-06,Central,Maplehurst Correctional Complex,0,12,4
2068,2021-01-06,Central,Ontario Correctional Institute,0,89,2
2069,2021-01-06,Toronto,Toronto South Detention Centre,1,93,15
2070,2021-01-06,Central,Milton-Vanier Centre For Women,0,2,5
2071,2021-01-06,Western,Elgin-Middlesex Det. Centre,0,2,0
2072,2021-01-06,Central,Hamilton Wentworth Det Centre,1,3,1
2073,2021-01-06,Eastern,Central East Correctional Centre,1,2,3
2074,2021-01-06,Central,Niagara Detention Centre,2,2,2
2075,2021-01-06,Western,Central North Correctional Centre,0,21,2
2076,2021-01-06,Northern,Kenora Jail,0,2,0
2077,2021-01-06,Western,Ottawa Carleton Detention Centre,0,4,1
2078,2021-01-06,Western,South West Detention Center,0,3,0
2079,2021-01-06,Toronto,Toronto East Detention Centre,0,9,2
2080,2021-01-06,Northern,Algoma Treatment and Remand Centre,0,1,1
2081,2021-01-06,Western,Sarnia Jail,0,2,0
2082,2021-01-06,Western,Thunder Bay Correctional Centre,2,0,0
2083,2021-01-07,Northern,Monteith Correctional Centre,0,1,0
2084,2021-01-07,Central,Maplehurst Correctional Complex,0,12,4
2085,2021-01-07,Central,Ontario Correctional Institute,0,89,2
2086,2021-01-07,Toronto,Toronto South Detention Centre,1,93,15
2087,2021-01-07,Central,Milton-Vanier Centre For Women,0,2,5
2088,2021-01-07,Western,Elgin-Middlesex Det. Centre,0,2,0
2089,2021-01-07,Central,Hamilton Wentworth Det Centre,1,3,1
2090,2021-01-07,Eastern,Central East Correctional Centre,1,2,3
2091,2021-01-07,Central,Niagara Detention Centre,1,3,2
2092,2021-01-07,Western,Central North Correctional Centre,0,21,2
2093,2021-01-07,Northern,Kenora Jail,0,2,0
2094,2021-01-07,Western,Ottawa Carleton Detention Centre,0,4,1
2095,2021-01-07,Western,South West Detention Center,0,3,0
2096,2021-01-07,Toronto,Toronto East Detention Centre,0,9,2
2097,2021-01-07,Northern,Algoma Treatment and Remand Centre,0,1,1
2098,2021-01-07,Western,Sarnia Jail,0,2,0
2099,2021-01-07,Western,Thunder Bay Correctional Centre,2,0,0
2100,2021-01-10,Northern,Algoma Treatment and Remand Centre,0,1,1
2101,2021-01-10,Central,Central East Correctional Centre,1,2,3
2102,2021-01-10,Central,Central North Correctional Centre,0,21,2
2103,2021-01-10,Western,Elgin-Middlesex Det. Centre,0,2,0
2104,2021-01-10,Central,Hamilton Wentworth Det Centre,1,3,1
2105,2021-01-10,Northern,Kenora Jail,0,2,0
2106,2021-01-10,Northern,Monteith Correctional Centre,0,1,0
2107,2021-01-10,Central,Maplehurst Correctional Complex,3,12,4
2108,2021-01-10,Central,Niagara Detention Centre,0,4,2
2109,2021-01-10,Western,Ottawa Carleton Detention Centre,0,4,1
2110,2021-01-10,Central,Ontario Correctional Institute,0,89,2
2111,2021-01-10,Western,Sarnia Jail,0,2,0
2112,2021-01-10,Western,South West Detention Center,0,3,0
2113,2021-01-10,Western,Thunder Bay Correctional Centre,2,0,1
2114,2021-01-10,Western,Thunder Bay Jail,2,0,0
2115,2021-01-10,Toronto,Toronto East Detention Centre,0,9,3
2116,2021-01-10,Toronto,Toronto South Detention Centre,2,93,15
2117,2021-01-10,Central,Milton-Vanier Centre For Women,0,2,6
2118,2021-01-11,Northern,Algoma Treatment and Remand Centre,0,1,1
2119,2021-01-11,Central,Central East Correctional Centre,1,2,3
2120,2021-01-11,Central,Central North Correctional Centre,0,21,2
2121,2021-01-11,Western,Elgin-Middlesex Det. Centre,0,2,0
2122,2021-01-11,Central,Hamilton Wentworth Det Centre,1,3,1
2123,2021-01-11,Northern,Kenora Jail,0,2,0
2124,2021-01-11,Northern,Monteith Correctional Centre,0,1,0
2125,2021-01-11,Central,Maplehurst Correctional Complex,3,12,4
2126,2021-01-11,Central,Niagara Detention Centre,0,3,2
2127,2021-01-11,Western,Ottawa Carleton Detention Centre,1,4,1
2128,2021-01-11,Central,Ontario Correctional Institute,0,89,2
2129,2021-01-11,Western,Sarnia Jail,0,2,0
2130,2021-01-11,Western,South West Detention Center,0,3,0
2131,2021-01-11,Western,Thunder Bay Correctional Centre,2,0,1
2132,2021-01-11,Western,Thunder Bay Jail,2,0,0
2133,2021-01-11,Toronto,Toronto East Detention Centre,0,9,3
2134,2021-01-11,Toronto,Toronto South Detention Centre,2,93,15
2135,2021-01-11,Central,Milton-Vanier Centre For Women,0,2,6
2136,2021-01-12,Northern,Algoma Treatment and Remand Centre,0,1,1
2137,2021-01-12,Central,Central East Correctional Centre,1,1,4
2138,2021-01-12,Central,Central North Correctional Centre,0,21,2
2139,2021-01-12,Western,Elgin-Middlesex Det. Centre,0,2,0
2140,2021-01-12,Central,Hamilton Wentworth Det Centre,1,3,1
2141,2021-01-12,Northern,Kenora Jail,0,2,0
2142,2021-01-12,Northern,Monteith Correctional Centre,0,1,0
2143,2021-01-12,Central,Maplehurst Correctional Complex,4,12,4
2144,2021-01-12,Central,Niagara Detention Centre,0,4,2
2145,2021-01-12,Western,Ottawa Carleton Detention Centre,1,4,1
2146,2021-01-12,Central,Ontario Correctional Institute,0,89,2
2147,2021-01-12,Western,Sarnia Jail,0,2,0
2148,2021-01-12,Western,South West Detention Center,0,3,0
2149,2021-01-12,Western,Thunder Bay Correctional Centre,1,0,2
2150,2021-01-12,Western,Thunder Bay Jail,13,0,2
2151,2021-01-12,Toronto,Toronto East Detention Centre,0,9,3
2152,2021-01-12,Toronto,Toronto South Detention Centre,2,93,15
2153,2021-01-12,Central,Milton-Vanier Centre For Women,0,2,6
2154,2021-01-13,Northern,Algoma Treatment and Remand Centre,0,1,1
2155,2021-01-13,Central,Central East Correctional Centre,1,1,5
2156,2021-01-13,Central,Central North Correctional Centre,0,21,2
2157,2021-01-13,Western,Elgin-Middlesex Det. Centre,0,2,0
2158,2021-01-13,Central,Hamilton Wentworth Det Centre,1,3,1
2159,2021-01-13,Northern,Kenora Jail,0,2,0
2160,2021-01-13,Northern,Monteith Correctional Centre,0,1,0
2161,2021-01-13,Central,Maplehurst Correctional Complex,3,13,4
2162,2021-01-13,Central,Niagara Detention Centre,0,4,2
2163,2021-01-13,Western,Ottawa Carleton Detention Centre,1,4,1
2164,2021-01-13,Central,Ontario Correctional Institute,0,89,2
2165,2021-01-13,Western,Sarnia Jail,0,2,0
2166,2021-01-13,Western,South West Detention Center,0,3,0
2167,2021-01-13,Western,Thunder Bay Correctional Centre,1,0,2
2168,2021-01-13,Western,Thunder Bay Jail,13,0,2
2169,2021-01-13,Toronto,Toronto East Detention Centre,0,9,3
2170,2021-01-13,Toronto,Toronto South Detention Centre,2,93,15
2171,2021-01-13,Central,Milton-Vanier Centre For Women,0,2,6
2172,2021-01-14,Northern,Algoma Treatment and Remand Centre,0,1,1
2173,2021-01-14,Central,Central East Correctional Centre,1,1,6
2174,2021-01-14,Central,Central North Correctional Centre,0,21,2
2175,2021-01-14,Western,Elgin-Middlesex Det. Centre,0,2,0
2176,2021-01-14,Central,Hamilton Wentworth Det Centre,1,3,1
2177,2021-01-14,Northern,Kenora Jail,0,2,0
2178,2021-01-14,Northern,Monteith Correctional Centre,0,1,0
2179,2021-01-14,Central,Maplehurst Correctional Complex,3,14,4
2180,2021-01-14,Central,Niagara Detention Centre,0,4,2
2181,2021-01-14,Western,Ottawa Carleton Detention Centre,1,4,1
2182,2021-01-14,Central,Ontario Correctional Institute,0,89,2
2183,2021-01-14,Western,Sarnia Jail,0,2,0
2184,2021-01-14,Western,South West Detention Center,0,3,0
2185,2021-01-14,Western,Thunder Bay Correctional Centre,1,0,2
2186,2021-01-14,Western,Thunder Bay Jail,14,0,2
2187,2021-01-14,Toronto,Toronto East Detention Centre,0,9,3
2188,2021-01-14,Toronto,Toronto South Detention Centre,2,93,15
2189,2021-01-14,Central,Milton-Vanier Centre For Women,0,2,6
2190,2021-01-17,Northern,Algoma Treatment and Remand Centre,0,1,1
2191,2021-01-17,Central,Central East Correctional Centre,1,1,6
2192,2021-01-17,Central,Central North Correctional Centre,0,21,2
2193,2021-01-17,Western,Elgin-Middlesex Det. Centre,0,2,0
2194,2021-01-17,Central,Hamilton Wentworth Det Centre,1,3,1
2195,2021-01-17,Northern,Kenora Jail,0,2,0
2196,2021-01-17,Northern,Monteith Correctional Centre,0,1,0
2197,2021-01-17,Central,Maplehurst Correctional Complex,4,15,4
2198,2021-01-17,Central,Niagara Detention Centre,0,4,2
2199,2021-01-17,Western,Ottawa Carleton Detention Centre,2,4,1
2200,2021-01-17,Central,Ontario Correctional Institute,0,89,2
2201,2021-01-17,Western,Sarnia Jail,0,2,0
2202,2021-01-17,Western,South West Detention Center,0,3,0
2203,2021-01-17,Western,Thunder Bay Correctional Centre,1,0,2
2204,2021-01-17,Western,Thunder Bay Jail,15,0,2
2205,2021-01-17,Toronto,Toronto East Detention Centre,0,9,3
2206,2021-01-17,Toronto,Toronto South Detention Centre,3,93,15
2207,2021-01-17,Central,Milton-Vanier Centre For Women,0,2,6
2208,2021-01-18,Northern,Algoma Treatment and Remand Centre,0,1,1
2209,2021-01-18,Central,Central East Correctional Centre,1,2,6
2210,2021-01-18,Central,Central North Correctional Centre,0,21,2
2211,2021-01-18,Western,Elgin-Middlesex Det. Centre,0,2,0
2212,2021-01-18,Central,Hamilton Wentworth Det Centre,0,4,1
2213,2021-01-18,Northern,Kenora Jail,0,2,0
2214,2021-01-18,Northern,Monteith Correctional Centre,0,1,0
2215,2021-01-18,Central,Maplehurst Correctional Complex,5,15,4
2216,2021-01-18,Central,Niagara Detention Centre,0,4,2
2217,2021-01-18,Western,Ottawa Carleton Detention Centre,2,4,1
2218,2021-01-18,Central,Ontario Correctional Institute,0,89,2
2219,2021-01-18,Western,Sarnia Jail,0,2,0
2220,2021-01-18,Western,South West Detention Center,1,3,0
2221,2021-01-18,Western,Thunder Bay Correctional Centre,3,0,2
2222,2021-01-18,Western,Thunder Bay Jail,20,0,2
2223,2021-01-18,Toronto,Toronto East Detention Centre,0,9,3
2224,2021-01-18,Toronto,Toronto South Detention Centre,1,94,16
2225,2021-01-18,Central,Milton-Vanier Centre For Women,0,2,6
2226,2021-01-19,Northern,Algoma Treatment and Remand Centre,0,1,1
2227,2021-01-19,Central,Central East Correctional Centre,1,2,6
2228,2021-01-19,Central,Central North Correctional Centre,0,21,2
2229,2021-01-19,Western,Elgin-Middlesex Det. Centre,1,2,0
2230,2021-01-19,Central,Hamilton Wentworth Det Centre,0,4,1
2231,2021-01-19,Northern,Kenora Jail,0,2,0
2232,2021-01-19,Northern,Monteith Correctional Centre,0,1,0
2233,2021-01-19,Central,Maplehurst Correctional Complex,9,15,4
2234,2021-01-19,Central,Niagara Detention Centre,0,4,2
2235,2021-01-19,Western,Ottawa Carleton Detention Centre,2,4,1
2236,2021-01-19,Central,Ontario Correctional Institute,0,89,2
2237,2021-01-19,Western,Sarnia Jail,0,2,0
2238,2021-01-19,Western,South West Detention Center,1,3,0
2239,2021-01-19,Western,Thunder Bay Correctional Centre,3,0,2
2240,2021-01-19,Western,Thunder Bay Jail,20,0,2
2241,2021-01-19,Toronto,Toronto East Detention Centre,0,9,3
2242,2021-01-19,Toronto,Toronto South Detention Centre,1,94,16
2243,2021-01-19,Central,Milton-Vanier Centre For Women,0,2,6
2244,2021-01-20,Northern,Algoma Treatment and Remand Centre,0,1,1
2245,2021-01-20,Central,Central East Correctional Centre,1,2,6
2246,2021-01-20,Central,Central North Correctional Centre,0,21,2
2247,2021-01-20,Western,Elgin-Middlesex Det. Centre,4,2,0
2248,2021-01-20,Central,Hamilton Wentworth Det Centre,0,4,1
2249,2021-01-20,Northern,Kenora Jail,0,2,0
2250,2021-01-20,Northern,Monteith Correctional Centre,0,1,0
2251,2021-01-20,Central,Maplehurst Correctional Complex,10,16,4
2252,2021-01-20,Central,Niagara Detention Centre,1,4,2
2253,2021-01-20,Western,Ottawa Carleton Detention Centre,2,4,1
2254,2021-01-20,Central,Ontario Correctional Institute,0,89,2
2255,2021-01-20,Western,Sarnia Jail,0,2,0
2256,2021-01-20,Western,South West Detention Center,1,3,0
2257,2021-01-20,Western,Thunder Bay Correctional Centre,2,1,2
2258,2021-01-20,Western,Thunder Bay Jail,6,13,3
2259,2021-01-20,Toronto,Toronto East Detention Centre,0,9,3
2260,2021-01-20,Toronto,Toronto South Detention Centre,1,94,16
2261,2021-01-20,Central,Milton-Vanier Centre For Women,0,2,6
2262,2021-01-21,Northern,Algoma Treatment and Remand Centre,0,1,1
2263,2021-01-21,Central,Central East Correctional Centre,1,2,6
2264,2021-01-21,Central,Central North Correctional Centre,0,21,2
2265,2021-01-21,Western,Elgin-Middlesex Det. Centre,4,2,0
2266,2021-01-21,Central,Hamilton Wentworth Det Centre,0,4,1
2267,2021-01-21,Northern,Kenora Jail,0,2,0
2268,2021-01-21,Northern,Monteith Correctional Centre,0,1,0
2269,2021-01-21,Central,Maplehurst Correctional Complex,68,17,5
2270,2021-01-21,Central,Niagara Detention Centre,1,4,2
2271,2021-01-21,Western,Ottawa Carleton Detention Centre,1,5,1
2272,2021-01-21,Central,Ontario Correctional Institute,0,89,2
2273,2021-01-21,Western,Sarnia Jail,0,2,0
2274,2021-01-21,Western,South West Detention Center,1,3,0
2275,2021-01-21,Western,Thunder Bay Correctional Centre,42,1,3
2276,2021-01-21,Western,Thunder Bay Jail,8,15,4
2277,2021-01-21,Toronto,Toronto East Detention Centre,0,9,3
2278,2021-01-21,Toronto,Toronto South Detention Centre,1,94,16
2279,2021-01-21,Central,Milton-Vanier Centre For Women,0,2,6
2280,2021-01-24,Northern,Algoma Treatment and Remand Centre,0,1,1
2281,2021-01-24,Central,Central East Correctional Centre,1,2,6
2282,2021-01-24,Central,Central North Correctional Centre,1,21,2
2283,2021-01-24,Western,Elgin-Middlesex Det. Centre,19,2,0
2284,2021-01-24,Central,Hamilton Wentworth Det Centre,0,4,1
2285,2021-01-24,Northern,Kenora Jail,0,2,0
2286,2021-01-24,Northern,Monteith Correctional Centre,0,1,0
2287,2021-01-24,Central,Maplehurst Correctional Complex,89,17,5
2288,2021-01-24,Central,Niagara Detention Centre,1,4,2
2289,2021-01-24,Western,Ottawa Carleton Detention Centre,3,5,1
2290,2021-01-24,Central,Ontario Correctional Institute,0,89,2
2291,2021-01-24,Western,Sarnia Jail,0,2,0
2292,2021-01-24,Western,South West Detention Center,2,3,0
2293,2021-01-24,Western,Thunder Bay Correctional Centre,43,1,4
2294,2021-01-24,Western,Thunder Bay Jail,8,15,4
2295,2021-01-24,Toronto,Toronto East Detention Centre,0,9,3
2296,2021-01-24,Toronto,Toronto South Detention Centre,2,94,16
2297,2021-01-24,Central,Milton-Vanier Centre For Women,0,2,6
2298,2021-01-25,Northern,Algoma Treatment and Remand Centre,0,1,1
2299,2021-01-25,Central,Central East Correctional Centre,1,2,6
2300,2021-01-25,Central,Central North Correctional Centre,1,21,2
2301,2021-01-25,Western,Elgin-Middlesex Det. Centre,19,2,0
2302,2021-01-25,Central,Hamilton Wentworth Det Centre,0,4,1
2303,2021-01-25,Northern,Kenora Jail,0,2,0
2304,2021-01-25,Northern,Monteith Correctional Centre,0,1,0
2305,2021-01-25,Central,Maplehurst Correctional Complex,94,17,5
2306,2021-01-25,Central,Niagara Detention Centre,1,4,2
2307,2021-01-25,Western,Ottawa Carleton Detention Centre,4,5,1
2308,2021-01-25,Central,Ontario Correctional Institute,0,89,2
2309,2021-01-25,Western,Sarnia Jail,0,2,0
2310,2021-01-25,Western,South West Detention Center,1,4,0
2311,2021-01-25,Western,Thunder Bay Correctional Centre,43,1,4
2312,2021-01-25,Western,Thunder Bay Jail,8,15,4
2313,2021-01-25,Toronto,Toronto East Detention Centre,0,9,3
2314,2021-01-25,Toronto,Toronto South Detention Centre,7,94,16
2315,2021-01-25,Central,Milton-Vanier Centre For Women,0,2,6
2316,2021-01-26,Northern,Algoma Treatment and Remand Centre,0,1,1
2317,2021-01-26,Central,Central East Correctional Centre,1,2,6
2318,2021-01-26,Central,Central North Correctional Centre,1,21,2
2319,2021-01-26,Western,Elgin-Middlesex Det. Centre,19,2,0
2320,2021-01-26,Central,Hamilton Wentworth Det Centre,0,4,1
2321,2021-01-26,Northern,Kenora Jail,0,2,0
2322,2021-01-26,Northern,Monteith Correctional Centre,0,1,0
2323,2021-01-26,Central,Maplehurst Correctional Complex,93,19,8
2324,2021-01-26,Central,Niagara Detention Centre,1,4,2
2325,2021-01-26,Western,Ottawa Carleton Detention Centre,3,6,1
